time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452500000	4.40555	18.7095	4.92485	3.81335	0.45638	lidar	0.997129	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.2145	18.5681	4.91104	3.8232	0.429403	radar	1.37506	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.07191	18.4098	4.87245	3.85655	0.44516	lidar	2.22947	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.89698	18.2364	4.89051	3.90235	0.49911	radar	6.98327	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65905	18.0976	4.92719	3.89992	0.465167	lidar	2.64797	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.48553	17.9462	4.90439	3.908	0.43418	radar	3.35086	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.2708	17.7812	4.93314	3.91623	0.416845	lidar	1.23641	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.09983	17.5973	4.94716	3.95205	0.450199	radar	2.50788	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.91133	17.4795	4.92807	3.94836	0.420497	lidar	5.97546	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.77632	17.2624	4.93888	4.00558	0.483981	radar	3.30416	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.60261	17.0786	4.94758	4.02318	0.47582	lidar	0.142461	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.43249	16.9108	4.92899	4.02227	0.428935	radar	1.97269	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.26534	16.7385	4.92637	4.03394	0.417511	lidar	0.494022	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.09245	16.544	4.93232	4.04028	0.387694	radar	5.09046	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.94241	16.3154	4.95328	4.07024	0.399216	lidar	2.40115	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.77937	16.1384	4.94033	4.06975	0.363302	radar	1.06273	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.57834	15.9722	4.95652	4.05967	0.329026	lidar	1.81347	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.45943	15.7415	4.97161	4.10767	0.383492	radar	2.15165	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.29157	15.5274	4.99659	4.11909	0.373298	lidar	1.12497	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.13676	15.3341	4.99452	4.12507	0.354592	radar	0.944962	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.935132	15.1229	5.03849	4.11989	0.325632	lidar	3.22547	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.783235	14.9394	5.01848	4.11614	0.290112	radar	2.09776	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.66946	14.7225	5.00845	4.14211	0.304027	lidar	0.30211	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.56473	14.482	5.0221	4.18445	0.349523	radar	1.90393	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.394542	14.2646	5.05	4.1849	0.328386	lidar	1.34037	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.289912	14.0158	5.07853	4.23169	0.386502	radar	3.79729	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.254655	13.7625	5.05196	4.28776	0.431187	lidar	2.94157	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.161301	13.5216	5.06651	4.32212	0.457125	radar	1.26538	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.00283921	13.2976	5.09651	4.31428	0.418403	lidar	2.15093	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.120158	13.0772	5.08663	4.31767	0.388928	radar	0.854875	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.145645	12.8429	5.05009	4.366	0.426241	lidar	2.57485	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.26771	12.6167	5.04427	4.35984	0.379746	radar	3.72168	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.387592	12.3822	5.05861	4.36322	0.359674	lidar	0.503628	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.517592	12.1719	5.04723	4.35069	0.314194	radar	3.80758	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.602156	11.9481	5.03547	4.36544	0.313588	lidar	0.434014	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.73096	11.7212	5.0403	4.35553	0.275964	radar	2.8484	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.917451	11.4855	5.08247	4.32529	0.220103	lidar	4.34788	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.03138	11.2571	5.07026	4.31526	0.17856	radar	2.87729	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.20355	11.0337	5.09371	4.2901	0.136673	lidar	2.23395	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.27794	10.7884	5.10367	4.32239	0.182697	radar	1.46682	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.40355	10.5386	5.12839	4.32131	0.170178	lidar	1.20979	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.48148	10.2795	5.14846	4.35012	0.206996	radar	1.8697	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.58844	10.0651	5.13341	4.34925	0.193949	lidar	1.58559	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.67988	9.83289	5.1245	4.35451	0.185036	radar	0.362659	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.76196	9.60741	5.1091	4.36422	0.185827	lidar	0.612189	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.8628	9.3601	5.12937	4.37559	0.198631	radar	2.72129	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.93824	9.07377	5.16399	4.39534	0.209755	lidar	4.68897	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.02974	8.84677	5.1465	4.3916	0.183526	radar	1.53067	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.12551	8.59574	5.15914	4.39506	0.176391	lidar	0.302086	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.24655	8.34731	5.17947	4.38645	0.154609	radar	3.14246	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.30246	8.10707	5.16396	4.40444	0.16722	lidar	0.514118	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.37534	7.88674	5.1368	4.40839	0.15819	radar	5.20613	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.48508	7.63822	5.15403	4.40254	0.141417	lidar	0.783118	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.64776	7.40713	5.16483	4.35816	0.0588883	radar	5.73077	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.74998	7.15282	5.18121	4.35725	0.0541421	lidar	0.532361	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.81434	6.91446	5.1712	4.3768	0.0846405	radar	1.53349	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.86818	6.69444	5.13638	4.39028	0.0953904	lidar	2.35966	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.94474	6.46379	5.11344	4.38126	0.0581514	radar	4.27699	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-3.00228	6.22224	5.10222	4.3941	0.0696102	lidar	0.560184	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.11481	5.97905	5.11921	4.38687	0.0608274	radar	3.072	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.19133	5.71009	5.14102	4.3951	0.0667971	lidar	1.64747	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.30008	5.46451	5.1481	4.37448	0.0192269	radar	2.19401	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.39256	5.20708	5.16487	4.37445	0.0181756	lidar	0.604927	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.46055	4.9596	5.16342	4.38862	0.0429019	radar	0.278326	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.56655	4.69123	5.19647	4.38473	0.0365367	lidar	2.31496	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.67459	4.44169	5.20581	4.36441	-0.00996433	radar	2.28786	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.80012	4.18027	5.23893	4.35286	-0.0214717	lidar	3.04033	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.88329	3.93745	5.23508	4.3632	0.00503458	radar	1.10154	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.95963	3.69818	5.22257	4.36706	0.00850996	lidar	0.467488	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.06724	3.48429	5.1989	4.34628	-0.032642	radar	3.89669	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.15869	3.23873	5.20102	4.34566	-0.0314886	lidar	0.0218021	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.27217	2.98921	5.21634	4.33028	-0.0598313	radar	0.82787	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.359	2.72058	5.23743	4.33478	-0.0508167	lidar	1.56105	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.44678	2.47025	5.24038	4.34018	-0.0352467	radar	0.234663	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.54851	2.21057	5.25929	4.33909	-0.033391	lidar	0.907428	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.66033	1.97741	5.25542	4.31206	-0.0936566	radar	3.87941	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.77194	1.71256	5.28331	4.30892	-0.0900786	lidar	2.0442	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.89551	1.46754	5.29634	4.28985	-0.121366	radar	0.73821	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.9591	1.22316	5.27699	4.29774	-0.107599	lidar	4.53144	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.05817	0.996462	5.25758	4.29594	-0.0977093	radar	0.886205	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.12278	0.754393	5.23886	4.30371	-0.085025	lidar	3.90929	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21236	0.473085	5.27577	4.30764	-0.0819064	radar	5.48823	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.28897	0.227043	5.26648	4.31251	-0.0722787	lidar	1.46226	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.39902	-0.0108077	5.26196	4.31671	-0.0445034	radar	5.96199	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.47143	-0.256264	5.25138	4.32387	-0.0341744	lidar	1.61049	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.59489	-0.454341	5.21666	4.30218	-0.0641033	radar	3.99179	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.73461	-0.650369	5.18819	4.27818	-0.0905705	lidar	3.06584	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.84961	-0.87608	5.18766	4.25599	-0.135221	radar	5.30225	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.94329	-1.13582	5.20636	4.26256	-0.117954	lidar	1.19488	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.03003	-1.39702	5.22245	4.27177	-0.0988905	radar	2.69789	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.16955	-1.6081	5.2095	4.25176	-0.118253	lidar	1.14052	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.31365	-1.8339	5.22694	4.21629	-0.185062	radar	4.09668	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.4183	-2.07936	5.23432	4.21806	-0.170836	lidar	0.532555	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.57098	-2.28571	5.22182	4.19591	-0.185807	radar	3.00011	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.72062	-2.49635	5.21521	4.17582	-0.199875	lidar	0.444302	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.87724	-2.7073	5.21517	4.15286	-0.21977	radar	1.08361	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.96733	-2.96928	5.23306	4.17028	-0.18243	lidar	2.62121	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.09655	-3.19469	5.22799	4.16782	-0.168034	radar	0.239603	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.22187	-3.39798	5.2049	4.15752	-0.171397	lidar	1.40888	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.3671	-3.63804	5.22575	4.15264	-0.16499	radar	4.43929	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.52883	-3.7933	5.17648	4.11776	-0.201112	lidar	4.97368	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.67357	-4.00237	5.17423	4.10519	-0.206975	radar	0.477711	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.82722	-4.22531	5.18683	4.09643	-0.204519	lidar	0.408975	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.97788	-4.44204	5.19075	4.08893	-0.199474	radar	0.369357	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13748	-4.67285	5.21247	4.08274	-0.193937	lidar	1.18297	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27613	-4.88552	5.19177	4.08903	-0.159241	radar	2.624	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40851	-5.10532	5.19026	4.09107	-0.146264	lidar	0.301116	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.55428	-5.28877	5.15189	4.08558	-0.133034	radar	4.48029	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.74734	-5.48258	5.16128	4.05983	-0.157651	lidar	1.58736	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.90441	-5.68474	5.15403	4.05434	-0.150365	radar	0.467142	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.06429	-5.87243	5.14251	4.0415	-0.15744	lidar	0.302517	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.2014	-6.04846	5.09656	4.04132	-0.138257	radar	7.37351	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.38945	-6.16085	5.04334	3.99721	-0.187151	lidar	6.53527	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.56152	-6.34806	5.03977	3.98708	-0.18517	radar	0.919934	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.70469	-6.55108	5.03829	3.99157	-0.16745	lidar	0.374442	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.92548	-6.7077	5.05089	3.95084	-0.212949	radar	6.54353	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1326	-6.86415	5.05021	3.92049	-0.238338	lidar	0.581519	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3164	-7.02735	5.04578	3.90218	-0.248064	radar	1.15868	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5462	-7.19402	5.06914	3.87161	-0.270716	lidar	2.90337	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7523	-7.33628	5.06344	3.84306	-0.291094	radar	2.06101	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9971	-7.48579	5.08674	3.807	-0.31784	lidar	3.0199	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1883	-7.62939	5.06632	3.79081	-0.317876	radar	1.48082	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3402	-7.78726	5.03702	3.79388	-0.294888	lidar	3.76362	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5386	-7.91693	5.01667	3.7722	-0.303941	radar	2.20025	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7247	-8.02356	4.98022	3.74715	-0.318353	lidar	4.05844	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.925	-8.14047	4.94462	3.72429	-0.327475	radar	2.82003	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1445	-8.22895	4.92683	3.68595	-0.356447	lidar	1.26654	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3667	-8.35123	4.94698	3.66448	-0.359641	radar	2.10169	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5741	-8.43114	4.91879	3.6315	-0.380311	lidar	2.68292	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7894	-8.51541	4.88693	3.59875	-0.40166	radar	2.52174	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0599	-8.59756	4.91505	3.55523	-0.429589	lidar	2.95042	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.3043	-8.69232	4.93639	3.53014	-0.430777	radar	2.29321	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.5277	-8.73831	4.91212	3.49009	-0.455849	lidar	2.45053	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7577	-8.772	4.8762	3.44057	-0.49875	radar	4.40453	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9772	-8.8853	4.88122	3.43892	-0.469151	lidar	0.728669	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.2193	-8.97526	4.9104	3.43029	-0.440395	radar	2.57529	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.437	-9.08849	4.90966	3.433	-0.409646	lidar	0.65059	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6691	-9.15611	4.90286	3.41133	-0.413659	radar	0.275242	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9461	-9.15189	4.92033	3.35242	-0.4598	lidar	1.64472	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1987	-9.2256	4.93926	3.34066	-0.442801	radar	4.35268	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.452	-9.34359	4.96567	3.35078	-0.400895	lidar	5.12933	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6998	-9.36962	4.9544	3.31259	-0.432697	radar	1.84807	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9508	-9.45647	4.96953	3.31249	-0.404985	lidar	2.04831	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.2045	-9.46258	4.96593	3.27096	-0.43719	radar	2.23984	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4553	-9.45606	4.96516	3.23171	-0.458602	lidar	0.503259	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6833	-9.44864	4.93908	3.19331	-0.485639	radar	5.303	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9577	-9.43791	4.96346	3.15716	-0.498071	lidar	1.27781	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.206	-9.50109	4.97314	3.16751	-0.446586	radar	7.93917	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4628	-9.52094	4.9819	3.15228	-0.437296	lidar	0.497908	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.72	-9.50941	4.9855	3.1202	-0.455477	radar	1.66351	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9732	-9.47727	4.9898	3.0862	-0.468611	lidar	0.188523	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.22	-9.43596	4.98414	3.04534	-0.498469	radar	0.685011	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4333	-9.4775	4.94819	3.05214	-0.463738	lidar	2.51773	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6713	-9.46292	4.94365	3.03861	-0.445753	radar	1.71301	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.9185	-9.45723	4.94333	3.02653	-0.433634	lidar	0.269541	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.151	-9.41645	4.93546	3.00396	-0.430066	radar	4.01842	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3914	-9.3005	4.94296	2.94669	-0.471903	lidar	2.92256	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6272	-9.21984	4.93808	2.90205	-0.507795	radar	1.12115	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8719	-9.10212	4.9539	2.8522	-0.535215	lidar	1.19018	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1072	-9.00227	4.95931	2.81538	-0.544547	radar	4.92544	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.3054	-9.11241	4.88064	2.86781	-0.45973	lidar	15.7266	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5455	-9.06636	4.88183	2.85782	-0.440434	radar	1.52512	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7648	-8.97504	4.8747	2.82585	-0.45262	lidar	0.770464	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-21.0052	-8.89172	4.88385	2.799	-0.461308	radar	2.26986	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.2063	-8.8212	4.85439	2.77878	-0.460516	lidar	1.83707	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4391	-8.7289	4.86021	2.75037	-0.473271	radar	1.77512	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.6406	-8.69849	4.81791	2.75047	-0.449374	lidar	2.81291	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.8357	-8.54106	4.81044	2.67955	-0.534398	radar	6.68743	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-22.04	-8.46807	4.78785	2.66637	-0.520679	lidar	0.827444	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2505	-8.3546	4.7898	2.6465	-0.503385	radar	1.89339	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4757	-8.2679	4.79086	2.63549	-0.487163	lidar	1.03059	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6705	-8.14075	4.78217	2.60033	-0.508081	radar	1.13427	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8867	-7.92922	4.83328	2.54472	-0.53793	lidar	4.40803	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0777	-7.77531	4.83245	2.49494	-0.587849	radar	3.43493	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2951	-7.61377	4.86115	2.46614	-0.584501	lidar	1.83137	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4948	-7.47575	4.86358	2.45938	-0.537623	radar	1.81672	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.663	-7.32809	4.84479	2.43129	-0.540788	lidar	0.821824	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8526	-7.17035	4.85023	2.41208	-0.523621	radar	0.89452	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.0219	-7.06401	4.80905	2.4024	-0.509549	lidar	2.58675	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1883	-6.88112	4.81337	2.36375	-0.531616	radar	1.87078	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
